GuestlD,GuestName,Gender,Age,CustomerNationality,BookingDate,CheckInDate,CheckOutDate,Children,TotalGuests,RoomCount,CustomerType,ReservationStatus,RepeatGuests,StayingDuration,DaysUntilCheckIn
672,Mr Tien Dao,Female,29,Russian,11/27/2019,12/16/2019,12/18/2019,3,4,2,Leisure,Completed,First-Time Visitor,4,27
673,Rossi Kevin,Female,40,Russian,11/22/2018,11/22/2018,11/26/2018,0,4,2,Business,Completed,First-Time Visitor,4,16
674,Francisco ,Male,67,American,5/2/2019,5/2/2019,5/5/2019,0,3,2,Business,Completed,First-Time Visitor,3,16
675,Kathryn Smith,Female,28,Russian,3/25/2022,5/12/2022,5/17/2022,1,3,2,Leisure,Completed,First-Time Visitor,5,15
676,Mr Patrick ONeill,Male,21,Iranian,11/13/2021,11/25/2021,11/30/2021,0,5,3,Corporate,Completed,First-Time Visitor,5,27
677,Mr Muhammad Ali,Female,39,Russian,5/24/2019,5/24/2019,5/25/2019,0,3,2,Corporate,Completed,First-Time Visitor,3,16
678,Mr John Gross,Female,60,American,12/23/2021,1/1/2022,1/2/2022,0,2,1,Business,Completed,Regular Guest,3,9
679,Chris,Female,56,Azerbaijani,11/5/2022,11/5/2022,11/13/2022,1,4,2,Leisure,Completed,Regular Guest,8,16
680,Mr Pablo Campos,Male,18,Turkish,2/19/2018,2/19/2018,2/24/2018,0,3,2,Corporate,Completed,First-Time Visitor,5,16
681,Ahmad Abdelrahman,Female,49,Russian,9/12/2018,9/12/2018,9/18/2018,0,5,3,Corporate,Completed,First-Time Visitor,6,16
682,Alfredo Quintana,Female,59,Iranian,12/4/2020,12/4/2020,12/6/2020,0,5,3,Corporate,Completed,Regular Guest,4,16
683,Mr Albert Bray,Male,52,Iranian,4/13/2023,4/24/2023,4/29/2023,0,4,2,Business,Early Check-Out,First-Time Visitor,5,27
684,Mr Tadeusz Bany,Female,68,Turkish,6/7/2020,6/7/2020,6/12/2020,3,3,2,Leisure,Completed,Regular Guest,5,16
685,Mr Mihir Parmar,Male,61,Azerbaijani,7/10/2023,7/10/2023,7/11/2023,2,3,2,Leisure,Completed,Regular Guest,3,16
686,Rosalie Gutmann,Female,65,Saudi Arabian,8/27/2020,11/18/2020,11/27/2020,1,5,3,Leisure,Completed,First-Time Visitor,9,27
687,Mr Khoa Tri,Male,31,Azerbaijani,9/19/2022,11/4/2022,11/13/2022,2,5,3,Leisure,Completed,Regular Guest,9,15
688,Mr Matteo Benetton,Female,27,Russian,4/13/2020,6/7/2020,6/9/2020,2,4,2,Leisure,Completed,First-Time Visitor,4,30
689,Ms Kathleen Lau,Male,22,Azerbaijani,10/31/2018,10/31/2018,11/10/2018,0,2,3,Corporate,Completed,Regular Guest,34,16
690,Ryan Sayles,Male,28,Turkish,1/5/2020,1/5/2020,1/7/2020,0,4,2,Corporate,Completed,Regular Guest,4,16
691,Mr Ward Jordan,Male,19,Russian,8/20/2022,10/8/2022,10/14/2022,0,4,2,Corporate,Completed,First-Time Visitor,6,15
692,Mr Moratiel Pena,Female,20,Russian,9/20/2019,12/6/2019,12/8/2019,0,2,2,Business,Completed,First-Time Visitor,4,16
693,George Simms,Female,56,Indian,2/13/2020,2/13/2020,2/17/2020,2,5,3,Leisure,Late Check-Out,Regular Guest,4,16
694,Mr Abid Jamaal,Female,45,Russian,5/5/2022,5/5/2022,5/15/2022,0,4,2,Corporate,Completed,Regular Guest,34,16
695,Richard Peterson,Female,69,Russian,8/7/2022,10/13/2022,10/15/2022,0,2,1,Business,Completed,First-Time Visitor,4,15
696,Christian Langley,Male,69,Russian,9/3/2022,10/16/2022,10/23/2022,0,2,2,Business,Early Check-Out,First-Time Visitor,7,15
697,Mrs Omar Shah,Male,22,Russian,12/1/2022,12/1/2022,12/7/2022,2,4,2,Leisure,Completed,First-Time Visitor,6,16
698,Girish Bhupesh,Female,53,Russian,5/11/2023,6/21/2023,6/26/2023,0,3,2,Corporate,Completed,Regular Guest,5,15
699,Lindsay Wiegand,Male,26,Russian,1/12/2018,1/12/2018,1/18/2018,0,2,2,Business,Early Check-Out,First-Time Visitor,6,16
700,Mr Kwanghee Choi,Male,31,Azerbaijani,12/24/2020,12/24/2020,1/3/2021,1,3,2,Leisure,Completed,First-Time Visitor,34,16
701,Mariam Vega,Female,69,Turkish,2/6/2022,2/6/2022,2/16/2022,2,5,3,Leisure,Completed,First-Time Visitor,34,16
702,Anna Gillespie,Female,38,Azerbaijani,10/14/2020,10/14/2020,10/17/2020,0,3,2,Business,Completed,Regular Guest,3,16
703,Catherine Humphries,Male,29,Russian,7/14/2023,7/27/2023,8/6/2023,0,4,2,Corporate,Completed,Regular Guest,34,27
704,Ms Alexandra Goodwin,Female,38,Russian,5/9/2020,5/9/2020,5/17/2020,1,3,2,Leisure,Completed,First-Time Visitor,8,16
705,Mr Melvin Kunz,Male,52,American,1/25/2022,4/12/2022,4/14/2022,0,3,2,Business,Completed,First-Time Visitor,4,16
706,Wilson ODonnell,Female,51,Iranian,2/14/2023,3/25/2023,4/1/2023,3,4,2,Leisure,Completed,First-Time Visitor,7,27
707,Mr Vojtech Sklenar,Female,59,Iranian,10/2/2018,10/2/2018,10/9/2018,0,2,3,Business,Completed,First-Time Visitor,7,16
708,Mr Yashvi Bajaj,Female,59,Indian,4/3/2018,4/3/2018,4/9/2018,0,5,3,Corporate,Completed,First-Time Visitor,6,16
709,Robert Moody,Female,27,Azerbaijani,7/26/2023,9/4/2023,9/11/2023,0,3,2,Corporate,Completed,First-Time Visitor,7,21
710,Mr Alan L Silva,Male,40,Turkish,1/7/2020,1/7/2020,1/12/2020,0,2,1,Business,Late Check-Out,First-Time Visitor,5,16
711,Mr Timothy Rollinson,Male,60,Turkish,11/13/2023,12/9/2023,12/11/2023,2,4,2,Leisure,Late Check-Out,First-Time Visitor,4,9
712,Chloe Jensen,Female,60,Iranian,7/28/2019,10/4/2019,10/6/2019,3,5,3,Leisure,Completed,First-Time Visitor,4,15
713,Mrs Arlo Prentiss,Male,38,Saudi Arabian,3/31/2018,3/31/2018,4/8/2018,0,4,2,Business,Completed,First-Time Visitor,8,16
714,Mr Gregg Newton,Male,21,Russian,12/21/2021,1/11/2022,1/20/2022,2,4,2,Leisure,Completed,First-Time Visitor,9,16
715,Jayden Keane,Male,37,Russian,10/12/2018,10/12/2018,10/22/2018,1,4,2,Leisure,Early Check-Out,Regular Guest,34,16
716,Khan Mariam,Male,58,Turkish,5/19/2021,8/2/2021,8/4/2021,2,5,3,Leisure,Completed,First-Time Visitor,4,16
717,Mr Ian Seymour,Male,59,Russian,7/31/2023,9/21/2023,9/26/2023,3,5,3,Leisure,Early Check-Out,First-Time Visitor,5,31
718,Mr Chuan Zhang,Female,33,Azerbaijani,5/27/2019,5/27/2019,6/2/2019,3,4,2,Leisure,Completed,First-Time Visitor,6,16
719,Juan Antonio,Male,49,American,8/7/2020,8/7/2020,8/11/2020,0,5,3,Business,Completed,First-Time Visitor,4,16
720,Wilmer Wieland,Male,41,Indian,6/8/2019,6/8/2019,6/11/2019,2,4,2,Leisure,Early Check-Out,First-Time Visitor,3,16
721,Melody Sterling,Female,55,Russian,9/28/2021,10/10/2021,10/20/2021,2,3,2,Leisure,Completed,Regular Guest,34,27
722,Josephine Hedges,Male,60,Russian,12/5/2019,12/5/2019,12/9/2019,0,2,3,Business,Completed,First-Time Visitor,4,16
723,Ansar,Female,22,Saudi Arabian,2/23/2019,3/11/2019,3/21/2019,1,4,2,Leisure,Completed,First-Time Visitor,34,16
724,Darius Keeling,Male,39,Russian,5/26/2018,5/26/2018,6/2/2018,2,3,2,Leisure,Early Check-Out,First-Time Visitor,7,16
725,Hamilton Patrick,Female,19,Russian,3/25/2023,3/25/2023,3/26/2023,0,5,3,Business,Late Check-Out,First-Time Visitor,3,16
726,Mr Jhonathan Webster,Male,39,Russian,1/31/2023,3/14/2023,3/17/2023,0,5,3,Corporate,Completed,Regular Guest,3,15
727,Susan B Mc Clure,Female,37,Iranian,11/6/2018,11/6/2018,11/12/2018,0,5,3,Corporate,Completed,First-Time Visitor,6,16
728,Rudolf Eberli,Female,45,Turkish,9/20/2022,11/27/2022,12/4/2022,1,5,3,Leisure,Completed,First-Time Visitor,7,15
729,Sonny Grimes,Female,25,Russian,9/10/2021,9/22/2021,9/25/2021,3,5,3,Leisure,Completed,First-Time Visitor,3,27
730,John Smith,Male,65,Russian,9/6/2018,9/6/2018,9/13/2018,0,5,3,Corporate,Completed,First-Time Visitor,7,16
731,Mr Kyle J Knox,Female,52,Indian,12/30/2021,12/30/2021,1/8/2022,3,3,2,Leisure,Early Check-Out,First-Time Visitor,9,16
732,Joseph Walsh,Male,47,Russian,4/10/2023,6/25/2023,6/29/2023,0,5,3,Corporate,Completed,First-Time Visitor,4,9
733,Stephen Wallace,Male,58,Russian,11/2/2021,11/13/2021,11/20/2021,0,2,2,Corporate,Completed,Regular Guest,7,27
734,Mrs Donna Toy,Female,47,Austria,6/10/2022,8/3/2022,8/9/2022,2,5,3,Leisure,Completed,First-Time Visitor,6,30
735,Indumati Kaur,Female,57,Kazakhstan,12/5/2021,1/11/2022,1/16/2022,0,4,2,Business,Late Check-Out,First-Time Visitor,5,27
736,Ms Ellen K Byrd,Female,26,Saudi Arabian,3/4/2021,5/31/2021,6/2/2021,0,4,2,Business,Completed,Regular Guest,4,27
737,Mr James Patton,Male,37,Russian,12/21/2021,12/21/2021,12/24/2021,3,3,2,Leisure,Late Check-Out,First-Time Visitor,3,16
738,Mrs Cynthia Glover,Female,56,Russian,1/29/2022,2/18/2022,2/26/2022,1,3,2,Leisure,Completed,First-Time Visitor,8,21
739,Nina,Male,37,Turkish,1/1/2022,1/1/2022,1/9/2022,0,5,3,Business,Completed,First-Time Visitor,8,16
740,Benjamin,Male,63,Azerbaijani,6/14/2019,6/14/2019,6/22/2019,0,5,3,Corporate,Late Check-Out,First-Time Visitor,8,16
741,Mr Philip Stanton,Female,39,Indian,8/13/2021,8/29/2021,9/7/2021,0,4,2,Corporate,Completed,Regular Guest,9,16
742,Jordan Ainsworth,Female,23,Russian,1/12/2020,1/12/2020,1/18/2020,0,2,1,Corporate,Completed,Regular Guest,6,16
743,Mr William George,Female,27,Russian,5/27/2020,5/27/2020,6/3/2020,0,3,2,Corporate,Completed,First-Time Visitor,7,16
744,Mr Duncan George,Female,43,Azerbaijani,6/26/2021,7/18/2021,7/22/2021,0,2,3,Business,Completed,Regular Guest,4,16
745,Karen Cheung,Male,59,Russian,4/2/2019,4/2/2019,4/6/2019,0,3,2,Business,Completed,First-Time Visitor,4,16
746,Ms Amelia Vickers,Female,47,Russian,4/17/2021,4/17/2021,4/27/2021,0,4,2,Corporate,Early Check-Out,Regular Guest,34,16
747,Nicole Mc Gill,Male,43,Turkish,2/9/2020,4/18/2020,4/26/2020,0,5,3,Business,Completed,First-Time Visitor,8,15
748,Hope Chan,Female,23,Azerbaijani,7/1/2019,7/1/2019,7/3/2019,1,5,3,Leisure,Completed,Regular Guest,4,16
749,Leonard Lopez,Male,50,Saudi Arabian,10/30/2023,12/24/2023,12/29/2023,0,5,3,Corporate,Completed,First-Time Visitor,5,30
750,sanji,Male,69,Russian,12/2/2020,12/2/2020,12/8/2020,0,5,3,Corporate,Completed,First-Time Visitor,6,16
751,Nelson Troy,Male,40,Russian,4/26/2020,4/26/2020,5/4/2020,3,5,3,Leisure,Completed,Regular Guest,8,16
752,Mr Nico,Male,68,Russian,5/22/2018,5/22/2018,5/25/2018,0,2,3,Business,Completed,Regular Guest,3,16
753,James Nguyen,Male,49,Russian,9/24/2019,9/24/2019,10/1/2019,0,5,3,Corporate,Completed,First-Time Visitor,7,16
754,Mr Jeremy E Lawson,Male,41,Turkish,10/20/2023,10/20/2023,10/25/2023,0,2,1,Corporate,Early Check-Out,First-Time Visitor,5,16
755,Stanley Messner,Female,29,Saudi Arabian,10/19/2020,12/6/2020,12/14/2020,0,3,2,Business,Completed,First-Time Visitor,8,15
756,Kimberly Keller,Male,32,American,5/18/2022,7/16/2022,7/25/2022,1,4,2,Leisure,Completed,First-Time Visitor,9,15
757,Michael,Male,58,Turkish,4/14/2023,4/27/2023,5/4/2023,0,5,3,Business,Completed,First-Time Visitor,7,27
758,Kaushalya K Kanthi,Female,49,Russian,1/12/2020,1/20/2020,1/24/2020,2,3,2,Leisure,Late Check-Out,First-Time Visitor,4,8
759,Mr Peter R Armstrong,Male,53,Russian,10/7/2022,10/7/2022,10/12/2022,0,3,2,Business,Completed,First-Time Visitor,5,16
760,Kimberly Stone,Female,50,Russian,5/20/2021,6/17/2021,6/27/2021,0,5,3,Business,Late Check-Out,Regular Guest,34,16
761,Maryam,Male,20,Russian,8/20/2023,11/17/2023,11/19/2023,0,5,3,Business,Completed,First-Time Visitor,4,27
762,Prince Thomas,Male,53,Turkish,10/5/2021,10/5/2021,10/7/2021,0,3,2,Corporate,Completed,First-Time Visitor,4,16
763,Jerry Smith,Male,24,Indian,12/1/2021,2/20/2022,3/2/2022,0,2,3,Business,Late Check-Out,First-Time Visitor,34,27
764,Mr Eric,Female,29,Russian,1/14/2021,1/14/2021,1/16/2021,2,3,2,Leisure,Completed,Regular Guest,4,16
765,Martin Vette,Female,30,Russian,11/28/2021,11/28/2021,12/1/2021,0,2,3,Corporate,Completed,Regular Guest,3,16
766,Michaela Schultz,Male,31,Turkish,5/7/2022,5/27/2022,6/5/2022,3,4,2,Leisure,Completed,First-Time Visitor,9,21
767,Jody Smith,Male,49,Russian,7/31/2021,9/22/2021,9/30/2021,0,5,3,Business,Completed,First-Time Visitor,8,15
768,Mr Abdul Aziz,Male,45,Saudi Arabian,6/18/2021,6/18/2021,6/23/2021,2,5,3,Leisure,Completed,First-Time Visitor,5,16
769,Mr Seong Chul Park,Male,57,Azerbaijani,1/1/2022,2/9/2022,2/18/2022,0,2,2,Corporate,Completed,First-Time Visitor,9,27
770,Jenny Stout,Female,45,Russian,7/10/2020,8/25/2020,8/28/2020,1,4,2,Leisure,Completed,Regular Guest,3,15
771,Mr Ali Salman,Male,36,Saudi Arabian,3/26/2018,3/26/2018,3/31/2018,1,4,2,Leisure,Completed,First-Time Visitor,5,16
772,Mr Aryan Ahamed,Male,30,Russian,3/6/2023,4/16/2023,4/19/2023,0,5,3,Corporate,Early Check-Out,First-Time Visitor,3,15
773,Gunther Lauer,Male,65,Indian,8/29/2018,8/29/2018,9/7/2018,0,5,3,Corporate,Early Check-Out,First-Time Visitor,9,16
774,Lamont Mc Kenzie,Female,26,American,1/24/2019,2/7/2019,2/17/2019,0,5,3,Corporate,Completed,First-Time Visitor,34,16
775,John Smith,Male,60,Russian,10/23/2021,12/23/2021,1/2/2022,1,4,2,Leisure,Completed,First-Time Visitor,34,15
776,Sherry Hancock,Female,54,Russian,5/26/2022,5/26/2022,6/4/2022,0,2,3,Business,Completed,First-Time Visitor,9,16
777,Jason Mccoy,Male,61,German,9/7/2018,9/7/2018,9/9/2018,0,5,3,Corporate,Completed,First-Time Visitor,4,16
778,Jonathan Ramos,Female,56,Turkish,3/11/2021,5/29/2021,6/4/2021,0,2,2,Business,Completed,Regular Guest,6,5
779,Peter Bander,Female,51,Saudi Arabian,12/10/2022,1/3/2023,1/13/2023,3,4,2,Leisure,Completed,First-Time Visitor,34,30
780,Angela Hedt,Male,53,Indian,6/17/2019,9/7/2019,9/12/2019,0,3,2,Corporate,Late Check-Out,First-Time Visitor,5,27
781,Andersson Olivia,Female,46,Iranian,10/17/2018,10/17/2018,10/24/2018,0,2,2,Business,Completed,First-Time Visitor,7,16
782,Jared Revill,Female,70,Indian,12/16/2021,1/8/2022,1/16/2022,0,4,2,Business,Completed,Regular Guest,8,5
783,Nicholas Mullins,Male,42,Iranian,2/15/2018,2/15/2018,2/25/2018,0,5,3,Corporate,Completed,First-Time Visitor,34,16
784,Mr Derek Sutton,Male,56,Saudi Arabian,5/24/2023,6/11/2023,6/19/2023,0,5,3,Business,Completed,Regular Guest,8,27
785,Georges Lachance,Female,56,Russian,12/31/2018,12/31/2018,1/3/2019,0,5,3,Corporate,Completed,First-Time Visitor,3,16
786,Mr Joris Moore,Female,32,Azerbaijani,9/30/2022,12/2/2022,12/11/2022,0,2,1,Corporate,Completed,First-Time Visitor,9,15
787,Mr Nathaniel Malone,Female,31,Indian,11/14/2020,11/14/2020,11/23/2020,3,3,2,Leisure,Completed,Regular Guest,9,16
788,Jessica and Harold,Female,33,Saudi Arabian,5/18/2023,7/7/2023,7/10/2023,2,3,2,Leisure,Completed,First-Time Visitor,3,21
789,Mr Ricky Munoz,Male,26,Russian,5/14/2018,5/14/2018,5/19/2018,2,5,3,Leisure,Completed,First-Time Visitor,5,16
790,Carter Kaitlyn,Female,33,Russian,7/10/2020,7/10/2020,7/16/2020,0,2,3,Business,Completed,Regular Guest,6,16
791,Katie,Male,29,Russian,7/17/2022,9/18/2022,9/24/2022,0,3,2,Business,Completed,First-Time Visitor,6,15
792,Luis Riggs,Male,57,Russian,8/2/2018,8/2/2018,8/8/2018,1,5,3,Leisure,Late Check-Out,First-Time Visitor,6,16
793,Mrs Gabriela OReilly,Male,61,Russian,6/25/2018,6/25/2018,7/2/2018,0,5,3,Corporate,Completed,Regular Guest,7,16
794,Kelvin,Female,51,Azerbaijani,11/24/2021,1/16/2022,1/23/2022,3,3,2,Leisure,Completed,First-Time Visitor,7,15
795,Peter Abbott,Male,27,Azerbaijani,3/1/2021,3/1/2021,3/3/2021,0,2,2,Business,Completed,First-Time Visitor,4,16
796,Elaina Lambert,Female,24,Russian,4/11/2021,4/11/2021,4/17/2021,0,4,2,Corporate,Completed,First-Time Visitor,6,16
797,Margie Fackrell,Male,46,Russian,10/12/2019,10/12/2019,10/18/2019,2,4,2,Leisure,Completed,First-Time Visitor,6,16
798,Lena Wright,Male,62,Azerbaijani,4/8/2019,4/8/2019,4/16/2019,0,2,3,Business,Completed,First-Time Visitor,8,16
799,Julian Davies,Male,21,Russian,7/22/2018,7/22/2018,7/23/2018,0,3,2,Corporate,Completed,First-Time Visitor,3,16
800,Harrison Moore,Male,50,Saudi Arabian,10/18/2022,12/15/2022,12/23/2022,0,5,3,Corporate,Completed,First-Time Visitor,8,15
801,Mr Nihit Modani,Female,35,Saudi Arabian,7/8/2018,7/8/2018,7/10/2018,0,5,3,Business,Completed,First-Time Visitor,4,16
802,Bill,Male,60,Russian,11/1/2018,11/1/2018,11/8/2018,0,4,2,Corporate,Completed,Regular Guest,7,16
803,Sanders Niland,Female,36,Indian,1/24/2020,1/24/2020,2/2/2020,2,4,2,Leisure,Completed,Regular Guest,9,16
804,Mr Andrew ,Male,26,Azerbaijani,10/6/2018,10/6/2018,10/8/2018,1,3,2,Leisure,Completed,Regular Guest,4,16
805,Milan Karol,Female,37,American,7/27/2019,7/27/2019,8/6/2019,0,4,2,Business,Completed,First-Time Visitor,34,16
806,Mr Rajesh G,Male,70,Indian,7/16/2021,7/16/2021,7/19/2021,0,5,3,Business,Completed,First-Time Visitor,3,16
807,Mr Paul Cox,Male,24,German,3/18/2019,3/18/2019,3/19/2019,0,2,1,Corporate,Completed,First-Time Visitor,3,16
808,Rafaela Cunningham,Male,64,Azerbaijani,6/12/2018,6/12/2018,6/21/2018,0,5,3,Business,Late Check-Out,Regular Guest,9,16
809,Kami Nahorodchik,Male,61,Russian,3/9/2018,3/9/2018,3/19/2018,0,4,2,Business,Completed,First-Time Visitor,34,16
810,Mr Al Hawash,Male,42,Azerbaijani,10/31/2018,10/31/2018,11/2/2018,0,2,1,Business,Completed,First-Time Visitor,4,16
811,Thomas Koch,Male,52,American,10/10/2022,10/18/2022,10/25/2022,0,5,3,Corporate,Late Check-Out,First-Time Visitor,7,30
812,Christian Boone,Female,22,Russian,4/16/2023,6/21/2023,6/22/2023,2,4,2,Leisure,Late Check-Out,First-Time Visitor,3,15
813,Jarred Schiller,Male,23,Iranian,9/2/2023,9/30/2023,10/5/2023,0,4,2,Corporate,Completed,First-Time Visitor,5,16
814,Mr John Butler,Male,62,Saudi Arabian,1/19/2019,1/19/2019,1/29/2019,0,2,2,Corporate,Completed,First-Time Visitor,34,16
815,Peter Mccartney,Female,65,Azerbaijani,10/14/2021,12/21/2021,12/27/2021,0,2,3,Business,Completed,Regular Guest,6,15
21,Mr Matt Pike,Male,67,Russian,7/2/2023,8/4/2023,8/12/2023,0,2,3,Business,Completed,First-Time Visitor,8,27
817,Ms Kae Caudle,Female,35,Azerbaijani,6/22/2021,8/2/2021,8/7/2021,2,5,3,Leisure,Completed,Regular Guest,5,15
818,William Porter,Male,52,Turkish,8/13/2023,9/15/2023,9/19/2023,0,2,1,Corporate,Completed,First-Time Visitor,4,27
819,Janelle Marquez,Female,40,Turkish,6/29/2018,9/1/2018,9/3/2018,0,3,2,Corporate,Late Check-Out,First-Time Visitor,4,15
820,Stephanie Sampel,Male,32,Russian,1/11/2023,3/1/2023,3/2/2023,3,4,2,Leisure,Completed,First-Time Visitor,3,15
821,Harry Kerr,Female,59,Indian,12/3/2020,12/3/2020,12/9/2020,3,4,2,Leisure,Completed,Regular Guest,6,16
822,Mr Evan Doyle,Female,59,Russian,3/27/2019,5/18/2019,5/20/2019,0,4,2,Business,Completed,First-Time Visitor,4,31
823,Kristin,Male,43,Russian,7/4/2020,7/4/2020,7/12/2020,0,3,2,Business,Completed,First-Time Visitor,8,16
824,Mr Trevor Sinclair,Male,38,Russian,11/21/2019,11/21/2019,11/27/2019,3,3,2,Leisure,Completed,First-Time Visitor,6,16
825,Mr Abhishek Saini,Male,42,Russian,7/7/2022,9/3/2022,9/10/2022,3,3,2,Leisure,Completed,First-Time Visitor,7,15
826,Mr Lucas Arias,Female,38,Russian,1/11/2021,4/3/2021,4/12/2021,1,4,2,Leisure,Completed,Regular Guest,9,27
827,Mrs Alicia Romero,Female,22,Russian,3/11/2022,5/20/2022,5/21/2022,0,5,3,Corporate,Completed,First-Time Visitor,3,21
828,Chen Nikolas,Female,42,Saudi Arabian,1/20/2021,1/20/2021,1/28/2021,0,5,3,Business,Late Check-Out,First-Time Visitor,8,16
829,Mr S D Thomson,Male,51,Russian,8/2/2023,10/5/2023,10/8/2023,0,4,2,Corporate,Completed,First-Time Visitor,3,15
830,Joshua Medina,Male,63,Azerbaijani,10/7/2021,12/12/2021,12/22/2021,3,4,2,Leisure,Completed,Regular Guest,34,15
831,Mary John,Male,47,Russian,9/24/2019,9/24/2019,10/3/2019,0,5,3,Business,Completed,First-Time Visitor,9,16
832,Brendan Johnson,Female,30,Iranian,11/13/2021,11/13/2021,11/19/2021,1,3,2,Leisure,Completed,First-Time Visitor,6,16
833,Ms Leatrice Adler,Male,67,Iranian,3/14/2021,6/3/2021,6/7/2021,2,5,3,Leisure,Completed,Regular Guest,4,27
834,Judy Gatewood,Female,60,Azerbaijani,10/29/2020,10/29/2020,11/4/2020,0,4,2,Business,Completed,First-Time Visitor,6,16
835,Nisha,Male,25,Turkish,11/4/2022,11/4/2022,11/8/2022,0,4,2,Corporate,Early Check-Out,First-Time Visitor,4,16
836,Alice Walsh,Female,68,Azerbaijani,11/26/2021,2/1/2022,2/5/2022,2,3,2,Leisure,Completed,Regular Guest,4,15
837,Jane,Female,54,Russian,6/19/2020,6/19/2020,6/28/2020,0,2,2,Business,Completed,First-Time Visitor,9,16
838,Ms Megan Walls,Female,56,Russian,6/23/2020,7/20/2020,7/30/2020,0,4,2,Business,Completed,First-Time Visitor,34,16
839,Alice and Bob,Male,29,Azerbaijani,9/19/2022,11/8/2022,11/17/2022,3,3,2,Leisure,Early Check-Out,First-Time Visitor,9,21
840,Mr Michael ,Female,28,Russian,5/20/2019,5/20/2019,5/27/2019,0,5,3,Business,Early Check-Out,First-Time Visitor,7,16
841,Susan Luna,Male,31,Russian,8/8/2018,8/8/2018,8/11/2018,0,4,2,Business,Early Check-Out,Regular Guest,3,16
842,Mr Aiden Yohn,Female,36,Azerbaijani,11/4/2018,1/10/2019,1/12/2019,3,4,2,Leisure,Completed,Regular Guest,4,15
843,Shaun,Male,62,Turkish,2/7/2023,5/1/2023,5/10/2023,0,3,2,Business,Early Check-Out,First-Time Visitor,9,27
844,Olivia Sweeney,Female,20,Russian,11/7/2018,11/7/2018,11/14/2018,3,5,3,Leisure,Completed,First-Time Visitor,7,16
845,Mr Michael Keenan,Female,31,Saudi Arabian,8/30/2022,9/29/2022,10/9/2022,0,3,2,Corporate,Completed,First-Time Visitor,34,30
846,Bhuvaneswari P,Female,18,American,1/12/2022,2/7/2022,2/16/2022,0,2,2,Business,Completed,Regular Guest,9,30
847,Rani Thomas,Female,25,Azerbaijani,5/11/2019,5/11/2019,5/19/2019,0,4,2,Corporate,Early Check-Out,Regular Guest,8,16
848,Eric Benson,Female,31,Turkish,3/11/2022,3/11/2022,3/12/2022,0,3,2,Business,Completed,First-Time Visitor,3,16
849,Bob Schaefer,Male,48,Russian,9/7/2021,9/16/2021,9/26/2021,0,5,3,Business,Completed,First-Time Visitor,34,30
850,Smita Jain,Female,43,Russian,11/2/2018,1/15/2019,1/17/2019,1,5,3,Leisure,Completed,First-Time Visitor,4,30
851,Regina Collier,Male,24,Russian,3/1/2023,4/7/2023,4/9/2023,0,4,2,Business,Late Check-Out,Regular Guest,4,27
852,Jamie Kendrick,Male,40,Russian,5/15/2023,5/27/2023,5/28/2023,0,5,3,Business,Late Check-Out,Regular Guest,3,27
853,Mr Justin Tan,Female,62,Russian,5/13/2020,5/13/2020,5/19/2020,0,2,1,Corporate,Late Check-Out,First-Time Visitor,6,16
854,Samantha Lee,Male,48,Russian,9/1/2021,10/5/2021,10/13/2021,0,2,1,Corporate,Completed,First-Time Visitor,8,13
855,Mr Jorge Rios,Female,41,Russian,9/12/2018,9/12/2018,9/22/2018,0,3,2,Corporate,Early Check-Out,First-Time Visitor,34,16
856,Mr Sean Leckie,Male,40,Azerbaijani,9/3/2023,10/10/2023,10/13/2023,0,4,2,Business,Early Check-Out,First-Time Visitor,3,27
857,Mr Brenton Hudson,Female,44,Pakistani,6/6/2018,6/6/2018,6/13/2018,0,5,3,Corporate,Early Check-Out,First-Time Visitor,7,16
858,Jil Mckee,Male,52,Russian,12/5/2018,12/5/2018,12/14/2018,0,2,3,Business,Early Check-Out,First-Time Visitor,9,16
859,Mr David Kang,Male,41,Russian,5/28/2020,6/29/2020,7/2/2020,0,2,2,Corporate,Late Check-Out,First-Time Visitor,3,27
860,Kristin,Male,39,Turkish,7/24/2020,7/24/2020,8/2/2020,0,2,3,Business,Early Check-Out,Regular Guest,9,16
861,Namrata G,Male,21,Russian,5/11/2019,5/11/2019,5/14/2019,0,3,2,Business,Early Check-Out,First-Time Visitor,3,16
862,Kyle Chapman,Female,50,Russian,3/5/2019,3/5/2019,3/6/2019,2,5,3,Leisure,Late Check-Out,First-Time Visitor,3,16
863,Oliver,Male,25,Turkish,8/26/2023,10/11/2023,10/21/2023,3,4,2,Leisure,Completed,First-Time Visitor,34,15
864,Aleksej,Male,18,Turkish,1/2/2019,1/2/2019,1/7/2019,3,3,2,Leisure,Completed,Regular Guest,5,16
865,Jeffrey Serrano,Male,58,American,5/8/2022,5/8/2022,5/10/2022,3,5,3,Leisure,Early Check-Out,Regular Guest,4,16
866,Kimberly Walsh,Male,30,Azerbaijani,12/3/2018,12/3/2018,12/9/2018,1,3,2,Leisure,Completed,Regular Guest,6,16
867,Mr Wilfred Laverty,Male,60,Russian,10/14/2018,10/14/2018,10/16/2018,0,4,2,Business,Early Check-Out,First-Time Visitor,4,16
