GuestlD,GuestName,Gender,Age,CustomerNationality,BookingDate,CheckInDate,CheckOutDate,Children,Adults,TotalGuests,RoomCount,CustomerType,ReservationStatus,RepeatGuests
1077,Mr. Kyle Floyd,Male,21,Russian,10/12/2023,11/17/2023,11/22/2023,1,N/A,5,3 room,Leisure,Late Check-Out,First-Time Visitor
1078,Marnie Kessler,Male,28,Russian,8/6/2019,8/6/2019,8/10/2019,2,N/A,3,2 room,Leisure,Completed,Regular Guest
1079,Mr. Michael G. Kwok,Female,47,English,11/18/2019,11/18/2019,11/24/2019,0,N/A,5,3 room,Corporate,Completed,First_Time Visitor
1080,Mr. Gabriel Nunez,Female,29,Russian,4/10/2020,4/10/2020,4/18/2020,0,N/A,3,2 room,Business,Early Check-Out,First_Time Visitor
1081,Mr. Benito Craven,Male,61,Azerbaijani,10/8/2023,12/17/2023,12/27/2023,0,N/A,4,2 room,Corporate,Late Check-Out,First_Time Visitor
1082,John Doe,Male,43,Iranian,8/15/2018,8/15/2018,8/21/2018,0,N/A,2,1 room,Business,Early Check-Out,Regular Guest
1083,Anna Doyle,Female,62,Russian,11/24/2021,2/6/2022,2/11/2022,0,N/A,5,3 room,Business,Early Check-Out,First-Time Visitor
1084,Mrs. Shane Kessler,Female,19,Indian,5/26/2020,6/3/2020,6/13/2020,0,N/A,4,2 room,Business,Completed,Regular Guest
1085,Mr. Ibrahim L.,Male,26,Russian,2/27/2018,2/27/2018,2/28/2018,0,N/A,4,2 room,Business,Completed,First_Time Visitor
1086,Henry Glover,Female,67,Russian,1/23/2018,1/23/2018,1/26/2018,0,N/A,5,3 room,Corporate,Early Check-Out,First_Time Visitor
1087,Aamir Ahmed,Female,30,Russian,5/11/2021,5/11/2021,5/12/2021,3,N/A,5,3 room,Leisure,Early Check-Out,Regular Guest
1088,Neeta Sharma,Male,24,Russian,1/17/2018,1/17/2018,1/26/2018,0,N/A,3,2 room,Corporate,Completed,First-Time Visitor
1089,Mr. Fan Changbiao,Female,34,Turkish,1/30/2023,3/10/2023,3/17/2023,3,N/A,4,2 room,Leisure,Late Check-Out,First-Time Visitor
1090,Mrs. Arlene Luft,Female,29,Indian,2/15/2019,2/15/2019,2/25/2019,0,N/A,4,2 room,Business,Completed,Regular Guest
1091,Nicole Aguilar,Male,54,Russian,8/9/2021,9/26/2021,10/3/2021,0,N/A,5,3 room,Corporate,Early Check-Out,First-Time Visitor
1092,Ivan,Female,70,Russian,9/12/2022,11/13/2022,11/14/2022,2,N/A,3,2 room,Leisure,Completed,First-Time Visitor
1093,John and Paul,Male,19,Turkish,1/6/2022,3/8/2022,3/9/2022,0,N/A,5,3 room,Corporate,Early Check-Out,Regular Guest
1094,Shirley ,Female,70,Russian,8/22/2021,8/22/2021,8/24/2021,0,N/A,5,3 room,Corporate,Late Check-Out,Regular Guest
1095,Mr. Igor Rojas,Male,59,Russian,11/3/2018,11/28/2018,12/7/2018,0,N/A,2,3 room,Business,Completed,First_Time Visitor
1096,Mr. Pang Zhang,Male,55,Russian,6/30/2018,6/30/2018,7/3/2018,0,N/A,5,3 room,Corporate,Early Check-Out,First-Time Visitor
1097,Judy Pearson,Male,33,Russian,8/23/2018,8/23/2018,8/27/2018,0,N/A,2,2 room,Corporate,Completed,First_Time Visitor
1098,Mr. Clifford Delorean,Female,42,Iranian,9/30/2020,12/12/2020,12/18/2020,3,N/A,5,3 room,Leisure,Early Check-Out,Regular Guest
1099,Mr. Nirav Waghela,Male,48,Russian,10/28/2023,12/5/2023,12/10/2023,0,N/A,4,2 room,Business,Completed,First-Time Visitor
1100,Mr. Antoine Kort,Male,22,Russian,11/3/2018,11/3/2018,11/10/2018,2,N/A,3,2 room,Leisure,Completed,First_Time Visitor
1101,Vannie Dejean,Female,70,Indian,7/25/2023,10/4/2023,10/11/2023,0,N/A,5,3 room,Business,Early Check-Out,First-Time Visitor
1102,Phillip Spence,Male,68,Azerbaijani,2/8/2021,2/8/2021,2/12/2021,0,N/A,2,2 room,Business,Early Check-Out,Regular Guest
1103,Douglas Fleming,Male,18,Russian,7/3/2018,7/3/2018,7/11/2018,0,N/A,5,3 room,Business,Completed,Regular Guest
1104,Mrs. Neil A. Kub,Male,31,Azerbaijani,6/26/2018,6/26/2018,6/29/2018,1,N/A,5,3 room,Leisure,Late Check-Out,First_Time Visitor
1105,Mr. Giorgio Galasso,Female,64,Azerbaijani,11/21/2021,1/14/2022,1/19/2022,0,N/A,2,2 room,Corporate,Completed,First_Time Visitor
1106,Samantha Martin,Female,54,Indian,11/10/2020,11/20/2020,11/27/2020,1,N/A,5,3 room,Leisure,Completed,First_Time Visitor
1107,Ms. Tessa Medina,Female,29,Turkish,4/25/2022,4/25/2022,5/5/2022,0,N/A,5,3 room,Corporate,Completed,First-Time Visitor
1108,Jeremiah,Female,35,Azerbaijani,8/16/2019,8/16/2019,8/23/2019,0,N/A,2,1 room,Corporate,Late Check-Out,First_Time Visitor
1109,Mr. Sunny Li,Male,28,Iranian,5/1/2020,5/1/2020,5/11/2020,0,N/A,4,2 room,Business,Late Check-Out,First-Time Visitor
1110,Emily Cummings,Female,21,Russian,2/7/2022,2/20/2022,2/27/2022,0,N/A,2,2 room,Business,Completed,First-Time Visitor
1111,Mr. Peter John,Female,41,Russian,10/23/2019,10/23/2019,11/1/2019,2,N/A,5,3 room,Leisure,Completed,First-Time Visitor
1112,Mr. Dana Wise,Male,53,Russian,7/30/2018,7/30/2018,8/4/2018,0,N/A,3,2 room,Business,Completed,First-Time Visitor
1113,Thomas Flanigan,Female,44,Azerbaijani,8/3/2018,8/3/2018,8/7/2018,0,N/A,3,2 room,Business,Early Check-Out,Regular Guest
1114,Mr. Kevin Reyes,Female,28,Azerbaijani,5/6/2022,6/21/2022,6/24/2022,3,N/A,3,2 room,Leisure,Completed,Regular Guest
1115,Mr. Mohamed Fathy,Female,55,Iranian,7/17/2022,7/17/2022,7/18/2022,2,N/A,5,3 room,Leisure,Completed,Regular Guest
1116,Debbie Tremblay,Male,49,Indian,1/1/2021,1/1/2021,1/4/2021,0,N/A,2,1 room,Corporate,Late Check-Out,First-Time Visitor
1117,Gregory Burke,Male,47,Russian,5/23/2022,7/24/2022,7/26/2022,0,N/A,3,2 room,Business,Completed,First-Time Visitor
1118,James Carroll,Female,27,Azerbaijani,5/3/2019,5/18/2019,5/27/2019,0,N/A,3,2 room,Corporate,Completed,Regular Guest
1119,Mitchell Eaton,Male,49,Indian,8/25/2020,8/25/2020,8/30/2020,0,N/A,5,3 room,Business,Early Check-Out,First_Time Visitor
1120,Florence Cooley,Female,65,Indian,7/15/2022,7/15/2022,7/23/2022,3,N/A,3,2 room,Leisure,Completed,First_Time Visitor
1121,Mr. Nidal Abu Hassan,Female,28,Turkish,3/2/2020,3/23/2020,4/1/2020,0,N/A,5,3 room,Business,Late Check-Out,Regular Guest
1122,John Smith,Female,69,Saudi Arabian,10/8/2020,10/8/2020,10/9/2020,0,N/A,3,2 room,Business,Completed,First-Time Visitor
1123,Mr. Thomas Villanueva,Female,51,Russian,4/6/2023,4/15/2023,4/21/2023,0,N/A,2,1 room,Corporate,Late Check-Out,First_Time Visitor
1124,Dylan Sutherland,Female,64,Azerbaijani,8/14/2021,10/23/2021,11/1/2021,0,N/A,3,2 room,Corporate,Early Check-Out,First_Time Visitor
1125,Mrs. Lois Hess,Male,19,American,1/23/2022,1/23/2022,1/30/2022,3,N/A,3,2 room,Leisure,Early Check-Out,First-Time Visitor
1126,Ms. Hila Velasquez,Female,46,Russian,5/11/2023,6/27/2023,7/3/2023,0,N/A,5,3 room,Business,Completed,Regular Guest
1127,Jug,Male,55,Indian,1/30/2019,1/30/2019,2/4/2019,0,N/A,2,3 room,Business,Completed,First-Time Visitor
1128,Dave Lopez,Female,62,Russian,6/17/2021,9/4/2021,9/5/2021,0,N/A,5,3 room,Corporate,Early Check-Out,First-Time Visitor
1129,Mr. Esteban Superville,Male,57,Indian,11/6/2022,2/2/2023,2/11/2023,0,N/A,3,2 room,Business,Late Check-Out,First-Time Visitor
1130,Benjamin Carey,Male,59,Azerbaijani,3/10/2019,3/10/2019,3/17/2019,0,N/A,3,2 room,Business,Completed,Regular Guest
1131,Kenny Mcleod,Male,39,Azerbaijani,4/1/2022,4/22/2022,4/28/2022,0,N/A,2,1 room,Corporate,Early Check-Out,Regular Guest
1132,Akeem Adekoya,Female,29,Iranian,5/2/2023,5/25/2023,5/29/2023,0,N/A,2,3 room,Business,Completed,First-Time Visitor
1133,Kevin Herman,Male,18,Russian,3/24/2020,3/24/2020,3/31/2020,3,N/A,4,2 room,Leisure,Early Check-Out,Regular Guest
1134,Mr. CLEMENS LINDGREN,Male,67,Indian,6/3/2022,6/3/2022,6/5/2022,2,N/A,4,2 room,Leisure,Early Check-Out,First-Time Visitor
1135,Mr. John Zhu,Male,34,Indian,4/26/2018,4/26/2018,5/6/2018,2,N/A,4,2 room,Leisure,Early Check-Out,First-Time Visitor
1136,Matthew Hendry,Male,54,Russian,2/11/2021,3/19/2021,3/20/2021,0,N/A,2,1 room,Business,Late Check-Out,Regular Guest
1137,Mr. Archie Coombs,Male,28,Saudi Arabian,2/5/2022,2/5/2022,2/12/2022,0,N/A,4,2 room,Corporate,Late Check-Out,First_Time Visitor
1138,Elena Wise,Female,61,Turkish,12/6/2019,1/15/2020,1/19/2020,1,N/A,5,3 room,Leisure,Early Check-Out,First-Time Visitor
1139,Browne Carroll,Female,32,Russian,11/20/2019,11/20/2019,11/25/2019,0,N/A,2,1 room,Business,Late Check-Out,First_Time Visitor
1140,Danny Kidd,Male,23,Iranian,12/23/2019,2/24/2020,2/29/2020,0,N/A,2,3 room,Business,Completed,First_Time Visitor
1141,Mr. Sandeep A. Joshi,Male,41,Russian,8/18/2019,8/18/2019,8/22/2019,2,N/A,4,2 room,Leisure,Late Check-Out,Regular Guest
1142,Fredrick Vance,Female,36,Russian,9/11/2019,12/8/2019,12/9/2019,0,N/A,3,2 room,Corporate,Late Check-Out,Regular Guest
1143,Mr. Luis Birkett,Female,56,Azerbaijani,5/28/2019,5/28/2019,6/3/2019,3,N/A,3,2 room,Leisure,Late Check-Out,Regular Guest
1144,Mr. Eric Nguyen,Male,20,Russian,7/31/2018,7/31/2018,8/5/2018,0,N/A,5,3 room,Business,Completed,First-Time Visitor
1145,Abdul Rahman,Female,61,Turkish,1/24/2018,1/24/2018,1/27/2018,0,N/A,2,3 room,Corporate,Early Check-Out,First-Time Visitor
1146,Dave Koch,Male,66,Russian,9/9/2021,9/29/2021,10/5/2021,0,N/A,5,3 room,Corporate,Completed,Regular Guest
1147,John Doe,Male,23,Russian,10/8/2021,12/15/2021,12/25/2021,0,N/A,2,3 room,Business,Completed,First_Time Visitor
1148,Nickson Dickerson,Female,20,Russian,2/15/2019,2/15/2019,2/21/2019,0,N/A,3,2 room,Corporate,Completed,First_Time Visitor
1149,Mark Whitley,Male,36,Russian,11/24/2019,11/24/2019,12/4/2019,2,N/A,3,2 room,Leisure,Late Check-Out,First-Time Visitor
1150,Matthew Riley,Male,34,Azerbaijani,12/1/2018,1/24/2019,2/2/2019,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
1151,Mr. Michael Sanchez,Female,32,Russian,7/10/2018,7/10/2018,7/12/2018,3,N/A,4,2 room,Leisure,Early Check-Out,Regular Guest
1152,Glenn Hanks,Male,25,Indian,8/8/2018,8/8/2018,8/16/2018,0,N/A,3,2 room,Corporate,Late Check-Out,Regular Guest
1153,Mr. Niels Thone,Female,34,Russian,11/29/2021,11/29/2021,12/6/2021,0,N/A,3,2 room,Business,Completed,First_Time Visitor
1154,Joanne Berger,Female,42,Indian,1/26/2019,1/26/2019,1/30/2019,0,N/A,5,3 room,Business,Early Check-Out,First-Time Visitor
1155,Mr. Rushabh Patel,Male,27,Russian,9/13/2022,10/25/2022,11/2/2022,0,N/A,4,2 room,Business,Completed,First-Time Visitor
1156,Mr. Jasper Sanders,Female,43,Russian,5/1/2020,7/8/2020,7/14/2020,1,N/A,5,3 room,Leisure,Completed,First_Time Visitor
1157,Mr. Jared Baxter,Male,27,Azerbaijani,7/4/2018,7/4/2018,7/6/2018,0,N/A,2,2 room,Corporate,Completed,Regular Guest
1158,Kate,Female,61,Russian,9/22/2018,9/22/2018,10/2/2018,3,N/A,5,3 room,Leisure,Completed,First-Time Visitor
1159,Mohini Naidu,Female,41,Russian,2/28/2019,2/28/2019,3/1/2019,0,N/A,5,3 room,Business,Completed,First-Time Visitor
1160,Jamie Koch,Female,61,Azerbaijani,1/7/2018,1/7/2018,1/8/2018,0,N/A,3,2 room,Business,Completed,First_Time Visitor
1161,"Brown, Mackenzie",Male,55,Russian,5/29/2021,5/29/2021,5/31/2021,3,N/A,5,3 room,Leisure,Completed,First-Time Visitor
1162,Peter,Female,52,Russian,8/29/2020,8/29/2020,9/1/2020,3,N/A,3,2 room,Leisure,Early Check-Out,First-Time Visitor
1163,Mrs. Khwaja Kamran,Male,24,Russian,7/14/2021,7/14/2021,7/15/2021,0,N/A,4,2 room,Corporate,Completed,First_Time Visitor
1164,Dennis Mccarty,Male,24,Azerbaijani,3/7/2020,3/30/2020,4/9/2020,0,N/A,4,2 room,Corporate,Early Check-Out,Regular Guest
1165,Jake Laviolette,Female,57,Russian,12/20/2018,12/20/2018,12/28/2018,0,N/A,4,2 room,Corporate,Late Check-Out,Regular Guest
1166,Robert Wise,Female,48,Russian,4/10/2023,4/27/2023,5/7/2023,0,N/A,2,3 room,Business,Completed,First_Time Visitor
1167,Mr. Pedro Sobral,Female,39,Russian,7/24/2023,8/1/2023,8/5/2023,0,N/A,2,2 room,Corporate,Late Check-Out,First-Time Visitor
1168,Mrs. Katherine Dawson,Male,30,Azerbaijani,12/25/2021,2/23/2022,3/1/2022,1,N/A,3,2 room,Leisure,Completed,Regular Guest
1169,Ms. Ingrid Mills,Female,18,Iranian,1/16/2020,3/7/2020,3/15/2020,0,N/A,2,1 room,Business,Early Check-Out,Regular Guest
1170,Kelly Thompson,Female,60,Saudi Arabian,3/3/2023,3/28/2023,3/30/2023,3,N/A,4,2 room,Leisure,Late Check-Out,Regular Guest
1171,Mr. Sajjid Khan,Female,70,Azerbaijani,2/4/2021,5/2/2021,5/11/2021,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
1172,Mr. Humberto Mcdowell,Female,45,Azerbaijani,3/30/2021,3/30/2021,4/1/2021,2,N/A,4,2 room,Leisure,Early Check-Out,Regular Guest
1173,Jake Doyle,Male,59,Russian,5/21/2021,5/21/2021,5/31/2021,0,N/A,2,2 room,Corporate,Early Check-Out,First_Time Visitor
1174,Nguyen Pham,Female,56,Iranian,4/8/2022,6/13/2022,6/16/2022,2,N/A,4,2 room,Leisure,Completed,First_Time Visitor
1175,Mr. Jairam Chaudhary,Male,26,Russian,1/5/2018,1/5/2018,1/10/2018,0,N/A,4,2 room,Business,Completed,First-Time Visitor
1176,Ms. Ava Hawkins,Female,65,Russian,3/7/2021,5/21/2021,5/27/2021,0,N/A,5,3 room,Business,Completed,First-Time Visitor
1177,Mr. Sydney L. Jones,Female,21,Russian,5/24/2020,5/24/2020,5/31/2020,2,N/A,5,3 room,Leisure,Completed,First-Time Visitor
1178,Mr. Nick Williams,Female,67,Iranian,5/19/2018,5/19/2018,5/24/2018,1,N/A,4,2 room,Leisure,Late Check-Out,Regular Guest
1179,Mr. Julian Webster,Male,64,Iranian,7/11/2019,9/2/2019,9/3/2019,0,N/A,3,2 room,Business,Completed,First_Time Visitor
1180,John Archer,Female,24,Saudi Arabian,8/8/2020,8/8/2020,8/16/2020,2,N/A,3,2 room,Leisure,Completed,First_Time Visitor
1181,Juanita Gutierrez,Female,21,Turkish,2/18/2022,2/18/2022,2/28/2022,3,N/A,4,2 room,Leisure,Completed,First-Time Visitor
1182,Mrs. Amber Anderson,Female,51,Russian,8/3/2022,8/14/2022,8/22/2022,0,N/A,3,2 room,Business,Completed,Regular Guest
1183,'Annie Paull',Male,56,Indian,11/6/2021,11/25/2021,11/27/2021,0,N/A,3,2 room,Corporate,Completed,First-Time Visitor
1184,Krishna Srinivasan,Male,36,Turkish,10/1/2021,11/28/2021,12/7/2021,0,N/A,2,2 room,Business,Completed,Regular Guest
1185,Karen Mckee,Male,68,Russian,2/20/2023,2/20/2023,2/28/2023,2,N/A,5,3 room,Leisure,Late Check-Out,First_Time Visitor
1186,Joe Schmidt,Male,70,Azerbaijaniese,9/17/2019,9/17/2019,9/27/2019,0,N/A,3,2 room,Corporate,Late Check-Out,First_Time Visitor
1187,Jeffrey Ibarra,Male,27,Indian,9/2/2018,9/2/2018,9/6/2018,0,N/A,5,3 room,Corporate,Completed,Regular Guest
1188,Mr. Joseph Graham,Male,38,Russian,4/17/2020,4/17/2020,4/25/2020,0,N/A,5,3 room,Corporate,Early Check-Out,First-Time Visitor
1189,Mr. Randy Olsen,Female,47,Saudi Arabian,12/6/2021,1/4/2022,1/9/2022,0,N/A,5,3 room,Corporate,Completed,First-Time Visitor
1190,Eugenia Marvey,Female,26,Saudi Arabian,5/9/2019,6/11/2019,6/12/2019,0,N/A,3,2 room,Business,Early Check-Out,Regular Guest
1191,Jonathan Gross,Male,65,Saudi Arabian,12/13/2020,12/20/2020,12/29/2020,2,N/A,3,2 room,Leisure,Early Check-Out,First-Time Visitor
1192,Karen Auburn,Male,42,Russian,8/31/2022,10/10/2022,10/11/2022,0,N/A,4,2 room,Business,Completed,First-Time Visitor
1193,Phoebe Kohler,Male,23,Russian,10/8/2019,10/8/2019,10/13/2019,2,N/A,5,3 room,Leisure,Completed,Regular Guest
1194,Rupert Larkin,Female,37,Saudi Arabian,3/13/2022,3/13/2022,3/21/2022,0,N/A,4,2 room,Corporate,Late Check-Out,Regular Guest
1195,Stanley ,Female,35,Azerbaijani,12/17/2021,2/28/2022,3/8/2022,2,N/A,4,2 room,Leisure,Completed,Regular Guest
1196,Owen Worthington,Female,36,Iranian,3/7/2020,3/7/2020,3/17/2020,0,N/A,3,2 room,Business,Completed,First-Time Visitor
1197,Stacey Gutierrez,Female,36,Turkish,8/16/2019,10/18/2019,10/23/2019,0,N/A,3,2 room,Corporate,Late Check-Out,First_Time Visitor
1198,Kimberly Bohan,Female,39,Turkish,12/15/2021,1/11/2022,1/15/2022,0,N/A,3,2 room,Corporate,Early Check-Out,Regular Guest
1199,Josiah Miner,Male,53,Russian,6/12/2019,7/6/2019,7/15/2019,3,N/A,5,3 room,Leisure,Completed,First-Time Visitor
1200,Nicola Yeung,Female,20,Azerbaijani,5/18/2020,5/18/2020,5/19/2020,0,N/A,5,3 room,Corporate,Completed,First_Time Visitor
1201,Mr. Zackary Sutton,Female,54,Russian,5/5/2018,5/5/2018,5/13/2018,0,N/A,5,3 room,Corporate,Completed,First-Time Visitor
1202,Mr. Dinesh D'souza,Male,67,Russian,10/1/2018,10/1/2018,10/5/2018,0,N/A,4,2 room,Corporate,Completed,Regular Guest
1203,Alexander Kucera,Female,64,Turkish,10/1/2019,10/1/2019,10/11/2019,0,N/A,3,2 room,Corporate,Late Check-Out,Regular Guest
1204,Matthew Gutknecht,Male,66,Azerbaijani,7/28/2022,7/28/2022,8/6/2022,0,N/A,4,2 room,Corporate,Completed,First_Time Visitor
1205,Mr. Khalid Al Hajri,Male,60,Indian,5/1/2018,5/1/2018,5/10/2018,0,N/A,2,2 room,Business,Late Check-Out,First-Time Visitor
1206,Laura White,Female,36,Russian,10/11/2019,10/11/2019,10/17/2019,2,N/A,4,2 room,Leisure,Early Check-Out,First_Time Visitor
1207,Nathan Walker,Female,45,Turkish,4/27/2020,6/28/2020,7/5/2020,0,N/A,5,3 room,Business,Early Check-Out,First-Time Visitor
1208,Mr. G. Garcia,Female,70,Russian,8/20/2022,10/18/2022,10/26/2022,0,N/A,5,3 room,Business,Completed,First_Time Visitor
1209,Louis Nguyen,Male,70,Russian,8/22/2018,9/14/2018,9/23/2018,1,N/A,4,2 room,Leisure,Completed,First-Time Visitor
1210,Marcelina Mitchum,Male,63,Saudi Arabian,6/14/2020,6/14/2020,6/23/2020,0,N/A,5,3 room,Business,Early Check-Out,First-Time Visitor
1211,Mr. Alessandro Cianciulli,Female,26,Russian,8/26/2018,8/26/2018,9/4/2018,0,N/A,5,3 room,Corporate,Completed,First-Time Visitor
1212,Mr. Rodney Cox,Male,30,Russian,1/15/2019,1/15/2019,1/22/2019,3,N/A,4,2 room,Leisure,Completed,First-Time Visitor
1213,Edwin Abel,Female,39,Iranian,3/5/2021,4/30/2021,5/2/2021,2,N/A,3,2 room,Leisure,Early Check-Out,First_Time Visitor
1214,Mr. Robert Kershaw,Male,21,German,2/8/2021,5/1/2021,5/3/2021,2,N/A,3,2 room,Leisure,Completed,First-Time Visitor
1215,Shawn Wood,Male,23,Russian,8/18/2023,8/18/2023,8/21/2023,0,N/A,2,3 room,Corporate,Early Check-Out,Regular Guest
1216,Kimberly Cobb,Male,22,Russian,4/16/2020,6/20/2020,6/30/2020,0,N/A,5,3 room,Corporate,Late Check-Out,First-Time Visitor
1217,Mr Yogendra Kumar,Female,32,Turkish,4/3/2022,6/16/2022,6/18/2022,0,N/A,2,1 room,Business,Completed,First-Time Visitor
1218,Daniela Van Wormer,Male,64,Saudi Arabian,4/25/2022,4/25/2022,4/29/2022,0,N/A,5,3 room,Corporate,Completed,First_Time Visitor
1219,David Perkins,Female,26,Azerbaijani,8/16/2021,9/16/2021,9/20/2021,0,N/A,3,2 room,Business,Late Check-Out,First_Time Visitor
1220,Mr. Brian O Sullivan,Male,19,Turkish,2/16/2020,4/22/2020,4/30/2020,1,N/A,4,2 room,Leisure,Completed,First_Time Visitor
1221,Anja,Male,42,Saudi Arabian,8/1/2021,9/1/2021,9/8/2021,1,N/A,3,1 room,Leisure,Completed,Regular Guest
1222,Sidney Rippin,Female,30,Russian,8/6/2022,8/18/2022,8/19/2022,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
1223,Samuel Ritchie,Female,59,Turkish,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Business,Late Check-Out,First_Time Visitor
1224,Derrick Fernandez,Male,37,Indian,7/8/2022,9/23/2022,9/24/2022,0,N/A,2,1 room,Corporate,Late Check-Out,First-Time Visitor
1225,Sarah McCormick,Male,54,Russian,5/18/2023,5/22/2023,5/24/2023,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
1226,Ronda Wall,Male,30,Russian,8/1/2015,9/11/2015,9/13/2015,1,N/A,3,1 room,Leisure,Late Check-Out,Regular Guest
1227,Mr. David Boyle,Female,37,Iranian,7/15/2020,7/19/2020,7/22/2020,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
1228,Kimball Oconnor,Female,29,Russian,7/23/2017,7/25/2017,7/28/2017,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
1229,"Bello, Janelle",Male,39,Russian,2/14/2020,2/15/2020,2/19/2020,1,N/A,3,1 room,Leisure,Early Check-Out,First-Time Visitor
1230,Andy Tyson,Male,27,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,1 room,Leisure,Late Check-Out,First_Time Visitor
1231,Peggy Kunze,Male,54,Russian,1/15/2020,1/17/2020,1/21/2020,1,N/A,3,1 room,Leisure,Early Check-Out,First_Time Visitor
1232,Hannah Quigley,Male,23,Russian,12/23/2018,1/20/2019,1/22/2019,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
1233,Julianne Jastrzemski,Male,52,Indian,8/19/2020,8/20/2020,8/21/2020,0,N/A,2,1 room,Corporate,Early Check-Out,Regular Guest
1234,Jessica Croy,Male,34,Russian,8/1/2019,8/6/2019,8/10/2019,0,N/A,2,1 room,Corporate,Completed,First-Time Visitor
1235,Daphne Robyn,Female,43,Russian,2/23/2022,2/23/2022,2/25/2022,0,N/A,3,1 room,Corporate,Early Check-Out,First-Time Visitor
1236,Mrs. Casey Ankunding,Male,32,Russian,7/29/2021,8/17/2021,8/17/2021,1,N/A,3,1 room,Leisure,Early Check-Out,Regular Guest
1237,Harvie Botsford,Female,48,Russian,7/22/2022,7/28/2022,8/1/2022,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
1238,Dee Fritz,Male,32,Russian,7/27/2019,7/27/2019,7/30/2019,1,N/A,3,2 room,Leisure,Early Check-Out,First-Time Visitor
1239,Mrs. Norah Cox,Female,34,Saudi Arabian,7/13/2019,9/26/2019,9/27/2019,1,N/A,3,1 room,Leisure,Early Check-Out,First_Time Visitor
1240,Gordon Mann,Male,65,Turkish,7/13/2022,9/12/2022,9/13/2022,0,N/A,2,1 room,Business,Late Check-Out,First_Time Visitor
1241,Kristin Newkirk,Male,29,Russian,9/21/2019,9/27/2019,9/28/2019,0,N/A,2,1 room,Corporate,Completed,Regular Guest
1242,Mr. Romuald Paget,Male,63,Indian,10/14/2020,10/14/2020,10/15/2020,1,N/A,3,1 room,Leisure,Completed,Regular Guest
1243,Kimberly Brooks,Male,36,Turkish,2/1/2022,2/1/2022,2/3/2022,1,N/A,3,1 room,Leisure,Late Check-Out,First_Time Visitor
1244,Jewel Doyle,Male,67,Iranian,11/6/2020,11/22/2020,11/23/2020,1,N/A,3,1 room,Leisure,Late Check-Out,First-Time Visitor
1245,Roxanne M. Green,Female,31,Turkish,3/25/2020,3/31/2020,4/1/2020,0,N/A,2,1 room,Corporate,Completed,First-Time Visitor
1246,Dillan Mckay,Male,37,Russian,10/15/2018,10/26/2018,10/27/2018,0,N/A,3,1 room,Business,Completed,Regular Guest
1247,Bonnie Dixon,Female,56,Azerbaijani,6/2/2021,8/8/2021,8/10/2021,0,N/A,2,1 room,Business,Completed,First_Time Visitor
1248,Mr. Willard Spooner,Male,28,Russian,6/22/2022,6/22/2022,6/24/2022,1,N/A,3,1 room,Leisure,Late Check-Out,First_Time Visitor
1249,Zoe Johnson,Female,31,Russian,10/21/2016,10/21/2016,10/24/2016,1,N/A,3,1 room,Leisure,Early Check-Out,First-Time Visitor
1250,Freddy Kuhn,Male,52,Russian,6/25/2021,8/22/2021,8/25/2021,1,N/A,3,1 room,Leisure,Completed,First-Time Visitor
1251,Laura Joyce,Male,21,Russian,12/17/2016,12/17/2016,12/19/2016,1,N/A,3,1 room,Leisure,Completed,Regular Guest
1252,Debra Moody,Male,49,Azerbaijani,9/10/2022,9/30/2022,10/2/2022,0,N/A,2,1 room,Business,Completed,First_Time Visitor
1253,Mrs. Gaye Cassin,Male,57,Azerbaijani,9/26/2019,9/29/2019,10/1/2019,1,N/A,3,1 room,Leisure,Early Check-Out,First_Time Visitor
1254,Ms. Melanie Wade,Male,36,Russian,1/24/2020,2/26/2020,3/1/2020,1,N/A,3,1 room,Leisure,Late Check-Out,First-Time Visitor
1255,Mrs. Crystal Harmon,Male,28,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Business,Early Check-Out,First_Time Visitor
1256,Michaela Nielsen,Male,31,Russian,4/17/2021,6/24/2021,6/26/2021,1,N/A,3,1 room,Leisure,Completed,First_Time Visitor
1257,Brian Lowe,Female,37,Russian,4/5/2020,4/5/2020,4/6/2020,0,N/A,2,1 room,Business,Late Check-Out,First-Time Visitor
